assessment_type,parameter_prescribing_txt_id,parameter_type,schedule_code
"IMMEDIATE","10280","CLINICAL_PATIENT","4535"
"IMMEDIATE","10298","CLINICAL_PATIENT","4535"
"IMMEDIATE","10327","CLINICAL_PATIENT","4535"
"IMMEDIATE","10328","CLINICAL_PATIENT","4535"
"IMMEDIATE","10330","POPULATION_AGE","4535"
"IMMEDIATE","10334","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10346","CLINICAL_PATIENT","4535"
"IMMEDIATE","10350","POPULATION_OTHER","4535"
"IMMEDIATE","10360","CLINICAL_PATIENT","4535"
"IMMEDIATE","10362","CLINICAL_PATIENT","4535"
"IMMEDIATE","10367","CLINICAL_PATIENT","4535"
"IMMEDIATE","10393","CLINICAL_PATIENT","4535"
"IMMEDIATE","10401","CLINICAL_PATIENT","4535"
"IMMEDIATE","10404","CLINICAL_PATIENT","4535"
"IMMEDIATE","10432","CLINICAL_PATIENT","4535"
"IMMEDIATE","10434","CLINICAL_PATIENT","4535"
"IMMEDIATE","10436","CLINICAL_PATIENT","4535"
"IMMEDIATE","10437","CLINICAL_PATIENT","4535"
"IMMEDIATE","10439","CLINICAL_PATIENT","4535"
"IMMEDIATE","10447","CLINICAL_PATIENT","4535"
"IMMEDIATE","10449","CLINICAL_PATIENT","4535"
"IMMEDIATE","10455","CLINICAL_PATIENT","4535"
"IMMEDIATE","10459","CLINICAL_PATIENT","4535"
"IMMEDIATE","10461","CLINICAL_PATIENT","4535"
"IMMEDIATE","10462","CLINICAL_PATIENT","4535"
"IMMEDIATE","10471","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10474","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","10476","CLINICAL_PATIENT","4535"
"IMMEDIATE","10482","CLINICAL_PATIENT","4535"
"IMMEDIATE","10483","CLINICAL_PATIENT","4535"
"IMMEDIATE","10540","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","10593","CLINICAL_PATIENT","4535"
"IMMEDIATE","10596","CLINICAL_PATIENT","4535"
"IMMEDIATE","10619","CLINICAL_PATIENT","4535"
"IMMEDIATE","10647","CLINICAL_PATIENT","4535"
"IMMEDIATE","10652","CLINICAL_CONDITION","4535"
"IMMEDIATE","10653","CLINICAL_CONDITION","4535"
"IMMEDIATE","10655","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10657","POPULATION_OTHER","4535"
"IMMEDIATE","10666","CLINICAL_PATIENT","4535"
"IMMEDIATE","10686","CLINICAL_CONDITION","4535"
"IMMEDIATE","10726","CLINICAL_PATIENT","4535"
"IMMEDIATE","10748","CLINICAL_CONDITION","4535"
"IMMEDIATE","10750","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10752","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10756","CLINICAL_PATIENT","4535"
"IMMEDIATE","10758","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10764","CLINICAL_CONDITION","4535"
"IMMEDIATE","10766","CLINICAL_PATIENT","4535"
"IMMEDIATE","10768","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10769","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10770","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10772","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10775","CLINICAL_CONDITION","4535"
"IMMEDIATE","10777","CLINICAL_PATIENT","4535"
"IMMEDIATE","10779","CLINICAL_PATIENT","4535"
"IMMEDIATE","10781","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10787","CLINICAL_CONDITION","4535"
"IMMEDIATE","10789","POPULATION_OTHER","4535"
"IMMEDIATE","10793","CLINICAL_PATIENT","4535"
"IMMEDIATE","10795","CLINICAL_PATIENT","4535"
"IMMEDIATE","10799","CLINICAL_PATIENT","4535"
"IMMEDIATE","10827","CLINICAL_CONDITION","4535"
"IMMEDIATE","10831","CLINICAL_PATIENT","4535"
"IMMEDIATE","10838","CLINICAL_PATIENT","4535"
"IMMEDIATE","10841","POPULATION_OTHER","4535"
"IMMEDIATE","10847","CLINICAL_PATIENT","4535"
"IMMEDIATE","10858","CLINICAL_PATIENT","4535"
"IMMEDIATE","10860","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10876","CLINICAL_PATIENT","4535"
"IMMEDIATE","10879","CLINICAL_CONDITION","4535"
"IMMEDIATE","10946","CLINICAL_TREATMENT","4535"
"IMMEDIATE","10960","CLINICAL_PATIENT","4535"
"IMMEDIATE","10962","CLINICAL_CONDITION","4535"
"IMMEDIATE","10971","CLINICAL_PATIENT","4535"
"IMMEDIATE","10986","CLINICAL_PATIENT","4535"
"IMMEDIATE","10998","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11105","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11154","CLINICAL_PATIENT","4535"
"IMMEDIATE","11188","CLINICAL_PATIENT","4535"
"IMMEDIATE","11195","CLINICAL_PATIENT","4535"
"IMMEDIATE","11202","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11211","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11236","CLINICAL_PATIENT","4535"
"IMMEDIATE","11244","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11252","CLINICAL_CONDITION","4535"
"IMMEDIATE","11257","CLINICAL_PATIENT","4535"
"IMMEDIATE","11261","CLINICAL_PATIENT","4535"
"IMMEDIATE","11279","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","11292","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","11293","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","11307","CLINICAL_PATIENT","4535"
"IMMEDIATE","11325","CLINICAL_PATIENT","4535"
"IMMEDIATE","11326","CLINICAL_PATIENT","4535"
"IMMEDIATE","11331","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","11364","CLINICAL_PATIENT","4535"
"IMMEDIATE","11370","CLINICAL_PATIENT","4535"
"IMMEDIATE","11380","CLINICAL_PATIENT","4535"
"IMMEDIATE","11382","CLINICAL_PATIENT","4535"
"IMMEDIATE","11388","CLINICAL_PATIENT","4535"
"IMMEDIATE","11403","CLINICAL_PATIENT","4535"
"IMMEDIATE","11405","POPULATION_AGE","4535"
"IMMEDIATE","11437","CLINICAL_CONDITION","4535"
"IMMEDIATE","11474","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11477","CLINICAL_PATIENT","4535"
"IMMEDIATE","11484","CLINICAL_PATIENT","4535"
"IMMEDIATE","11493","CLINICAL_CONDITION","4535"
"IMMEDIATE","11495","CLINICAL_PATIENT","4535"
"IMMEDIATE","11500","CLINICAL_PATIENT","4535"
"IMMEDIATE","11506","CLINICAL_PATIENT","4535"
"IMMEDIATE","11509","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11515","CLINICAL_PATIENT","4535"
"IMMEDIATE","11516","CLINICAL_PATIENT","4535"
"IMMEDIATE","11517","CLINICAL_PATIENT","4535"
"IMMEDIATE","11529","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11534","CLINICAL_CONDITION","4535"
"IMMEDIATE","11537","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11568","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11570","CLINICAL_PATIENT","4535"
"IMMEDIATE","11572","CLINICAL_PATIENT","4535"
"IMMEDIATE","11586","CLINICAL_CONDITION","4535"
"IMMEDIATE","11587","CLINICAL_CONDITION","4535"
"IMMEDIATE","11592","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11599","CLINICAL_PATIENT","4535"
"IMMEDIATE","11606","CLINICAL_PATIENT","4535"
"IMMEDIATE","11610","CLINICAL_PATIENT","4535"
"IMMEDIATE","11644","CLINICAL_PATIENT","4535"
"IMMEDIATE","11645","CLINICAL_PATIENT","4535"
"IMMEDIATE","11661","CLINICAL_PATIENT","4535"
"IMMEDIATE","11668","CLINICAL_PATIENT","4535"
"IMMEDIATE","11669","CLINICAL_PATIENT","4535"
"IMMEDIATE","11693","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11725","CLINICAL_PATIENT","4535"
"IMMEDIATE","11727","CLINICAL_PATIENT","4535"
"IMMEDIATE","11729","CLINICAL_PATIENT","4535"
"IMMEDIATE","11749","CLINICAL_PATIENT","4535"
"IMMEDIATE","11753","CLINICAL_PATIENT","4535"
"IMMEDIATE","11774","CLINICAL_PATIENT","4535"
"IMMEDIATE","11780","CLINICAL_PATIENT","4535"
"IMMEDIATE","11781","CLINICAL_PATIENT","4535"
"IMMEDIATE","11785","CLINICAL_PATIENT","4535"
"IMMEDIATE","11796","CLINICAL_PATIENT","4535"
"IMMEDIATE","11890","CLINICAL_PATIENT","4535"
"IMMEDIATE","11915","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11929","CLINICAL_PATIENT","4535"
"IMMEDIATE","11976","CLINICAL_PATIENT","4535"
"IMMEDIATE","11977","CLINICAL_PATIENT","4535"
"IMMEDIATE","11979","CLINICAL_TREATMENT","4535"
"IMMEDIATE","11982","CLINICAL_PATIENT","4535"
"IMMEDIATE","11988","CLINICAL_PATIENT","4535"
"IMMEDIATE","11999","CLINICAL_PATIENT","4535"
"IMMEDIATE","12001","CLINICAL_PATIENT","4535"
"IMMEDIATE","12027","CLINICAL_PATIENT","4535"
"IMMEDIATE","12048","CLINICAL_PATIENT","4535"
"IMMEDIATE","12053","CLINICAL_PATIENT","4535"
"IMMEDIATE","12112","POPULATION_AGE","4535"
"IMMEDIATE","12126","CLINICAL_PATIENT","4535"
"IMMEDIATE","12133","CLINICAL_PATIENT","4535"
"IMMEDIATE","12144","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","12146","CLINICAL_PATIENT","4535"
"IMMEDIATE","12169","CLINICAL_CONDITION","4535"
"IMMEDIATE","12171","CLINICAL_CONDITION","4535"
"IMMEDIATE","12173","CLINICAL_PATIENT","4535"
"IMMEDIATE","12177","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12179","CLINICAL_PATIENT","4535"
"IMMEDIATE","12182","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12184","CLINICAL_PATIENT","4535"
"IMMEDIATE","12200","CLINICAL_PATIENT","4535"
"IMMEDIATE","12227","CLINICAL_PATIENT","4535"
"IMMEDIATE","12232","CLINICAL_PATIENT","4535"
"IMMEDIATE","12246","CLINICAL_CONDITION","4535"
"IMMEDIATE","12255","CLINICAL_CONDITION","4535"
"IMMEDIATE","12272","CLINICAL_PATIENT","4535"
